,medianhome,nitric,crime,industry,rooms,oldbuild,nearhighway,propertytax,studentteacher,lowerstatus
323,18500.0,0.493,0.28392,7.38,5.708,74.3,5,287.0,19.6,11.74
324,25000.0,0.493,0.34109,7.38,6.415,40.1,5,287.0,19.6,6.12
325,24600.0,0.493,0.19186,7.38,6.431,14.7,5,287.0,19.6,5.08
326,23000.0,0.493,0.30346999999999996,7.38,6.312,28.9,5,287.0,19.6,6.15
327,22200.0,0.493,0.24103000000000002,7.38,6.083,43.7,5,287.0,19.6,12.79
328,19300.0,0.46,0.06617,3.24,5.868,25.8,4,430.0,16.9,9.97
329,22600.0,0.46,0.06724,3.24,6.333,17.2,4,430.0,16.9,7.34
330,19800.0,0.46,0.045439999999999994,3.24,6.144,32.2,4,430.0,16.9,9.09
331,17100.0,0.4379,0.050230000000000004,6.06,5.706,28.4,1,304.0,16.9,12.43
332,19400.0,0.4379,0.03466,6.06,6.031,23.3,1,304.0,16.9,7.83
333,22200.0,0.515,0.05083,5.19,6.316,38.1,5,224.0,20.2,5.68
334,20700.0,0.515,0.037380000000000004,5.19,6.31,38.5,5,224.0,20.2,6.75
335,21100.0,0.515,0.03961,5.19,6.037,34.5,5,224.0,20.2,8.01
336,19500.0,0.515,0.03427,5.19,5.869,46.3,5,224.0,20.2,9.8
337,18500.0,0.515,0.030410000000000003,5.19,5.895,59.6,5,224.0,20.2,10.56
338,20600.0,0.515,0.03306,5.19,6.059,37.3,5,224.0,20.2,8.51
339,19000.0,0.515,0.054970000000000005,5.19,5.985,45.4,5,224.0,20.2,9.74
340,18700.0,0.515,0.06151,5.19,5.968,58.5,5,224.0,20.2,9.29
341,32700.000000000004,0.442,0.013009999999999999,1.52,7.241,49.3,1,284.0,15.5,5.49
342,16500.0,0.518,0.024980000000000002,1.89,6.54,59.7,1,422.0,15.9,8.65
343,23900.0,0.484,0.02543,3.78,6.696,56.4,5,370.0,17.6,7.18
344,31200.0,0.484,0.030489999999999996,3.78,6.874,28.1,5,370.0,17.6,4.61
345,17500.0,0.442,0.03113,4.39,6.014,48.5,3,352.0,18.8,10.53
346,17200.0,0.442,0.06162,4.39,5.898,52.3,3,352.0,18.8,12.67
347,23100.0,0.429,0.0187,4.15,6.516,27.7,4,351.0,17.9,6.36
348,24500.0,0.435,0.015009999999999999,2.01,6.635,29.7,4,280.0,17.0,5.99
349,26600.0,0.429,0.02899,1.25,6.939,34.5,1,335.0,19.7,5.89
350,22900.0,0.429,0.062110000000000005,1.25,6.49,44.4,1,335.0,19.7,5.98
351,24100.0,0.411,0.0795,1.69,6.579,35.9,4,411.0,18.3,5.49
352,18600.0,0.411,0.07244,1.69,5.884,18.5,4,411.0,18.3,7.79
353,30100.0,0.41,0.01709,2.02,6.728,36.1,5,187.0,17.0,4.5
354,18200.0,0.413,0.04301,1.91,5.663,21.9,4,334.0,22.0,8.05
355,20600.0,0.413,0.10659,1.91,5.936,19.5,4,334.0,22.0,5.57
356,17800.0,0.77,8.98296,18.1,6.212,97.4,24,666.0,20.2,17.6
357,21700.0,0.77,3.8497,18.1,6.395,91.0,24,666.0,20.2,13.27
358,22700.0,0.77,5.20177,18.1,6.127,83.4,24,666.0,20.2,11.48
359,22600.0,0.77,4.26131,18.1,6.112,81.3,24,666.0,20.2,12.67
360,25000.0,0.77,4.541919999999999,18.1,6.398,88.0,24,666.0,20.2,7.79
361,19900.0,0.77,3.83684,18.1,6.251,91.1,24,666.0,20.2,14.19
362,20800.0,0.77,3.6782199999999996,18.1,5.362,96.2,24,666.0,20.2,10.19
363,16800.0,0.77,4.22239,18.1,5.803,89.0,24,666.0,20.2,14.64
364,21900.0,0.718,3.4742800000000003,18.1,8.78,82.9,24,666.0,20.2,5.29
365,27500.0,0.718,4.55587,18.1,3.561,87.9,24,666.0,20.2,7.12
366,21900.0,0.718,3.69695,18.1,4.963,91.4,24,666.0,20.2,14.0
367,23100.0,0.631,13.5222,18.1,3.863,100.0,24,666.0,20.2,13.33
368,50000.0,0.631,4.898219999999999,18.1,4.97,100.0,24,666.0,20.2,3.26
369,50000.0,0.631,5.669980000000001,18.1,6.683,96.8,24,666.0,20.2,3.73
370,50000.0,0.631,6.53876,18.1,7.016,97.5,24,666.0,20.2,2.96
371,50000.0,0.631,9.2323,18.1,6.216,100.0,24,666.0,20.2,9.53
372,50000.0,0.668,8.26725,18.1,5.875,89.6,24,666.0,20.2,8.88
373,13800.0,0.668,11.1081,18.1,4.906,100.0,24,666.0,20.2,34.77
374,13800.0,0.668,18.4982,18.1,4.138,100.0,24,666.0,20.2,37.97
375,15000.0,0.671,19.6091,18.1,7.313,97.9,24,666.0,20.2,13.44
376,13900.0,0.671,15.288,18.1,6.649,93.3,24,666.0,20.2,23.24
377,13300.0,0.671,9.82349,18.1,6.794,98.8,24,666.0,20.2,21.24
378,13100.0,0.671,23.6482,18.1,6.38,96.2,24,666.0,20.2,23.69
379,10200.0,0.671,17.8667,18.1,6.223,100.0,24,666.0,20.2,21.78
380,10400.0,0.671,88.9762,18.1,6.968,91.9,24,666.0,20.2,17.21
381,10900.0,0.671,15.8744,18.1,6.545,99.1,24,666.0,20.2,21.08
382,11300.0,0.7,9.18702,18.1,5.536,100.0,24,666.0,20.2,23.6
383,12300.0,0.7,7.9924800000000005,18.1,5.52,100.0,24,666.0,20.2,24.56
384,8800.0,0.7,20.0849,18.1,4.368,91.2,24,666.0,20.2,30.63
385,7200.0,0.7,16.8118,18.1,5.277,98.1,24,666.0,20.2,30.81
386,10500.0,0.7,24.3938,18.1,4.652,100.0,24,666.0,20.2,28.28
387,7400.0,0.7,22.5971,18.1,5.0,89.5,24,666.0,20.2,31.99
388,10200.0,0.7,14.3337,18.1,4.88,100.0,24,666.0,20.2,30.62
389,11500.0,0.7,8.15174,18.1,5.39,98.9,24,666.0,20.2,20.85
390,15100.0,0.7,6.96215,18.1,5.713,97.0,24,666.0,20.2,17.11
391,23200.0,0.7,5.29305,18.1,6.051,82.5,24,666.0,20.2,18.76
392,9700.0,0.7,11.5779,18.1,5.036,97.0,24,666.0,20.2,25.68
393,13800.0,0.693,8.64476,18.1,6.193,92.6,24,666.0,20.2,15.17
394,12700.0,0.693,13.3598,18.1,5.887,94.7,24,666.0,20.2,16.35
395,13100.0,0.693,8.71675,18.1,6.471,98.8,24,666.0,20.2,17.12
396,12500.0,0.693,5.87205,18.1,6.405,96.0,24,666.0,20.2,19.37
397,8500.0,0.693,7.67202,18.1,5.747,98.9,24,666.0,20.2,19.92
398,5000.0,0.693,38.3518,18.1,5.453,100.0,24,666.0,20.2,30.59
399,6300.0,0.693,9.91655,18.1,5.852,77.8,24,666.0,20.2,29.97
400,5600.0,0.693,25.0461,18.1,5.987,100.0,24,666.0,20.2,26.77
401,7200.0,0.693,14.2362,18.1,6.343,100.0,24,666.0,20.2,20.32
402,12100.0,0.693,9.59571,18.1,6.404,100.0,24,666.0,20.2,20.31
403,8300.0,0.693,24.8017,18.1,5.349,96.0,24,666.0,20.2,19.77
404,8500.0,0.693,41.5292,18.1,5.531,85.4,24,666.0,20.2,27.38
405,5000.0,0.693,67.9208,18.1,5.683,100.0,24,666.0,20.2,22.98
406,11900.0,0.659,20.7162,18.1,4.138,100.0,24,666.0,20.2,23.34
407,27900.0,0.659,11.9511,18.1,5.608,100.0,24,666.0,20.2,12.13
408,17200.0,0.597,7.40389,18.1,5.617,97.9,24,666.0,20.2,26.4
409,27500.0,0.597,14.4383,18.1,6.852,100.0,24,666.0,20.2,19.78
410,15000.0,0.597,51.1358,18.1,5.757,100.0,24,666.0,20.2,10.11
411,17200.0,0.597,14.0507,18.1,6.657,100.0,24,666.0,20.2,21.22
412,17900.0,0.597,18.811,18.1,4.628,100.0,24,666.0,20.2,34.37
413,16300.0,0.597,28.6558,18.1,5.155,100.0,24,666.0,20.2,20.08
414,7000.0,0.693,45.7461,18.1,4.519,100.0,24,666.0,20.2,36.98
415,7200.0,0.679,18.0846,18.1,6.434,100.0,24,666.0,20.2,29.05
416,7500.0,0.679,10.8342,18.1,6.782,90.8,24,666.0,20.2,25.79
417,10400.0,0.679,25.9406,18.1,5.304,89.1,24,666.0,20.2,26.64
418,8800.0,0.679,73.5341,18.1,5.957,100.0,24,666.0,20.2,20.62
419,8400.0,0.718,11.8123,18.1,6.824,76.5,24,666.0,20.2,22.74
420,16700.0,0.718,11.0874,18.1,6.411,100.0,24,666.0,20.2,15.02
421,14200.0,0.718,7.022589999999999,18.1,6.006,95.3,24,666.0,20.2,15.7
422,20800.0,0.614,12.0482,18.1,5.648,87.6,24,666.0,20.2,14.1
423,13400.0,0.614,7.05042,18.1,6.103,85.1,24,666.0,20.2,23.29
424,11700.0,0.584,8.792119999999999,18.1,5.565,70.6,24,666.0,20.2,17.16
425,8300.0,0.679,15.8603,18.1,5.896,95.4,24,666.0,20.2,24.39
426,10200.0,0.584,12.2472,18.1,5.837,59.7,24,666.0,20.2,15.69
427,10900.0,0.679,37.6619,18.1,6.202,78.7,24,666.0,20.2,14.52
428,11000.0,0.679,7.36711,18.1,6.193,78.1,24,666.0,20.2,21.52
429,9500.0,0.679,9.33889,18.1,6.38,95.6,24,666.0,20.2,24.08
430,14500.0,0.584,8.49213,18.1,6.348,86.1,24,666.0,20.2,17.64
431,14100.0,0.584,10.0623,18.1,6.833,94.3,24,666.0,20.2,19.69
432,16100.000000000002,0.584,6.44405,18.1,6.425,74.8,24,666.0,20.2,12.03
433,14300.0,0.713,5.5810699999999995,18.1,6.436,87.9,24,666.0,20.2,16.22
434,11700.0,0.713,13.9134,18.1,6.208,95.0,24,666.0,20.2,15.17
435,13400.0,0.74,11.1604,18.1,6.629,94.6,24,666.0,20.2,23.27
436,9600.0,0.74,14.4208,18.1,6.461,93.3,24,666.0,20.2,18.05
437,8700.0,0.74,15.1772,18.1,6.152,100.0,24,666.0,20.2,26.45
438,8400.0,0.74,13.6781,18.1,5.935,87.9,24,666.0,20.2,34.02
439,12800.0,0.74,9.39063,18.1,5.627,93.9,24,666.0,20.2,22.88
440,10500.0,0.74,22.0511,18.1,5.818,92.4,24,666.0,20.2,22.11
441,17100.0,0.74,9.72418,18.1,6.406,97.2,24,666.0,20.2,19.52
442,18400.0,0.74,5.66637,18.1,6.219,100.0,24,666.0,20.2,16.59
443,15400.0,0.74,9.96654,18.1,6.485,100.0,24,666.0,20.2,18.85
444,10800.0,0.74,12.8023,18.1,5.854,96.6,24,666.0,20.2,23.79
445,11800.0,0.74,10.6718,18.1,6.459,94.8,24,666.0,20.2,23.98
446,14900.0,0.74,6.288069999999999,18.1,6.341,96.4,24,666.0,20.2,17.79
447,12600.0,0.74,9.92485,18.1,6.251,96.6,24,666.0,20.2,16.44
448,14100.0,0.713,9.329089999999999,18.1,6.185,98.7,24,666.0,20.2,18.13
449,13000.0,0.713,7.52601,18.1,6.417,98.3,24,666.0,20.2,19.31
450,13400.0,0.713,6.71772,18.1,6.749,92.6,24,666.0,20.2,17.44
451,15200.0,0.713,5.44114,18.1,6.655,98.2,24,666.0,20.2,17.73
452,16100.000000000002,0.713,5.09017,18.1,6.297,91.8,24,666.0,20.2,17.27
453,17800.0,0.713,8.24809,18.1,7.393,99.3,24,666.0,20.2,16.74
454,14900.0,0.713,9.513630000000001,18.1,6.728,94.1,24,666.0,20.2,18.71
455,14100.0,0.713,4.75237,18.1,6.525,86.5,24,666.0,20.2,18.13
456,12700.0,0.713,4.668830000000001,18.1,5.976,87.9,24,666.0,20.2,19.01
457,13500.0,0.713,8.20058,18.1,5.936,80.3,24,666.0,20.2,16.94
458,14900.0,0.713,7.75223,18.1,6.301,83.7,24,666.0,20.2,16.23
459,20000.0,0.713,6.80117,18.1,6.081,84.4,24,666.0,20.2,14.7
460,16400.0,0.713,4.812130000000001,18.1,6.701,90.0,24,666.0,20.2,16.42
461,17700.0,0.713,3.69311,18.1,6.376,88.4,24,666.0,20.2,14.65
462,19500.0,0.713,6.65492,18.1,6.317,83.0,24,666.0,20.2,13.99
463,20200.0,0.713,5.82115,18.1,6.513,89.9,24,666.0,20.2,10.29
464,21400.0,0.655,7.83932,18.1,6.209,65.4,24,666.0,20.2,13.22
465,19900.0,0.655,3.1636,18.1,5.759,48.2,24,666.0,20.2,14.13
466,19000.0,0.655,3.7749800000000002,18.1,5.952,84.7,24,666.0,20.2,17.15
467,19100.0,0.584,4.422280000000001,18.1,6.003,94.5,24,666.0,20.2,21.32
468,19100.0,0.58,15.5757,18.1,5.926,71.0,24,666.0,20.2,18.13
469,20100.0,0.58,13.0751,18.1,5.713,56.7,24,666.0,20.2,14.76
470,19900.0,0.58,4.34879,18.1,6.167,84.0,24,666.0,20.2,16.29
471,19600.0,0.532,4.03841,18.1,6.229,90.7,24,666.0,20.2,12.87
472,23200.0,0.58,3.56868,18.1,6.437,75.0,24,666.0,20.2,14.36
473,29800.0,0.614,4.64689,18.1,6.98,67.6,24,666.0,20.2,11.66
474,13800.0,0.584,8.05579,18.1,5.427,95.4,24,666.0,20.2,18.14
475,13300.0,0.584,6.39312,18.1,6.162,97.4,24,666.0,20.2,24.1
476,16700.0,0.614,4.87141,18.1,6.484,93.6,24,666.0,20.2,18.68
477,12000.0,0.614,15.0234,18.1,5.304,97.3,24,666.0,20.2,24.91
478,14600.0,0.614,10.233,18.1,6.185,96.7,24,666.0,20.2,18.03
479,21400.0,0.614,14.3337,18.1,6.229,88.0,24,666.0,20.2,13.11
480,23000.0,0.532,5.8240099999999995,18.1,6.242,64.7,24,666.0,20.2,10.74
481,23700.0,0.532,5.7081800000000005,18.1,6.75,74.9,24,666.0,20.2,7.74
482,25000.0,0.532,5.73116,18.1,7.061,77.0,24,666.0,20.2,7.01
483,21800.0,0.532,2.81838,18.1,5.762,40.3,24,666.0,20.2,10.42
484,20600.0,0.583,2.37857,18.1,5.871,41.9,24,666.0,20.2,13.34
485,21200.0,0.583,3.6736699999999995,18.1,6.312,51.9,24,666.0,20.2,10.58
486,19100.0,0.583,5.69175,18.1,6.114,79.8,24,666.0,20.2,14.98
487,20600.0,0.583,4.8356699999999995,18.1,5.905,53.2,24,666.0,20.2,11.45
488,15200.0,0.609,0.15086,27.74,5.454,92.7,4,711.0,20.1,18.06
489,7000.0,0.609,0.18337,27.74,5.414,98.3,4,711.0,20.1,23.97
490,8100.0,0.609,0.20745999999999998,27.74,5.093,98.0,4,711.0,20.1,29.68
491,13600.0,0.609,0.10574000000000001,27.74,5.983,98.8,4,711.0,20.1,18.07
492,20100.0,0.609,0.11132,27.74,5.983,83.5,4,711.0,20.1,13.35
493,21800.0,0.585,0.17331,9.69,5.707,54.0,6,391.0,19.2,12.01
494,24500.0,0.585,0.27957,9.69,5.926,42.6,6,391.0,19.2,13.59
495,23100.0,0.585,0.17899,9.69,5.67,28.8,6,391.0,19.2,17.6
496,19700.0,0.585,0.2896,9.69,5.39,72.9,6,391.0,19.2,21.14
497,18300.0,0.585,0.26838,9.69,5.794,70.6,6,391.0,19.2,14.1
498,21200.0,0.585,0.23911999999999997,9.69,6.019,65.3,6,391.0,19.2,12.92
499,17500.0,0.585,0.17783,9.69,5.569,73.5,6,391.0,19.2,15.1
500,16800.0,0.585,0.22438000000000002,9.69,6.027,79.7,6,391.0,19.2,14.33
501,22400.0,0.573,0.06262999999999999,11.93,6.593,69.1,1,273.0,21.0,9.67
502,20600.0,0.573,0.04527,11.93,6.12,76.7,1,273.0,21.0,9.08
503,23900.0,0.573,0.06076,11.93,6.976,91.0,1,273.0,21.0,5.64
504,22000.0,0.573,0.10959,11.93,6.794,89.3,1,273.0,21.0,6.48
505,11900.0,0.573,0.04741,11.93,6.03,80.8,1,273.0,21.0,7.88
